CustomerKey,GeographyKey,FirstName,LastName,BirthDate,MaritalStatus,Gender,YearlyIncome,NumberChildrenAtHome,EnglishEducation,EnglishOccupation,HouseOwnerFlag,NumberCarsOwned,CommuteDistance
27912,634,Caitlin,Ramirez,1964-11-28,M,F,40000.00,0,High School,Skilled Manual,1,2,5-10 Miles
27913,300,Brittney,Zheng,1991-11-25,M,F,40000.00,0,Partial College,Skilled Manual,1,1,5-10 Miles
27914,312,Jasmine,Foster,1968-02-10,S,F,50000.00,0,Partial College,Skilled Manual,0,1,5-10 Miles
27915,329,Jordan,Green,1998-06-25,S,F,50000.00,0,Partial College,Skilled Manual,0,1,1-2 Miles
27916,385,Aaron,Carter,1984-10-09,S,M,50000.00,0,Partial College,Skilled Manual,0,1,5-10 Miles
27917,337,Andrea,Sanders,1982-05-05,S,F,60000.00,0,Partial College,Skilled Manual,1,1,5-10 Miles
27918,302,Samantha,Ross,1971-12-31,M,F,70000.00,0,Partial College,Skilled Manual,1,2,5-10 Miles
27919,618,Ryan,Lal,1995-09-21,S,M,70000.00,0,Partial College,Skilled Manual,1,2,5-10 Miles
27920,385,Mary,Howard,1968-11-20,S,F,70000.00,0,Partial College,Skilled Manual,1,2,5-10 Miles
27921,49,Sydney,Long,1983-09-25,M,F,70000.00,3,Partial College,Professional,1,1,2-5 Miles
27922,611,Isabella,King,1988-07-23,M,F,70000.00,3,Partial College,Professional,1,1,2-5 Miles
27923,178,Douglas,Arun,1979-03-03,S,M,130000.00,3,Bachelors,Management,0,4,5-10 Miles
27924,168,Jeffery,He,1965-04-06,S,M,130000.00,4,Partial College,Professional,0,2,5-10 Miles
27925,238,Adam,Butler,1963-07-17,S,M,150000.00,3,High School,Professional,0,4,0-1 Miles
27926,208,Eduardo,Mitchell,1981-06-11,S,M,100000.00,3,High School,Professional,1,4,5-10 Miles
27927,232,Omar,Zhao,1990-06-22,M,M,120000.00,4,Partial High School,Professional,0,4,5-10 Miles
27928,258,Dianne,Slattengren,1995-07-24,S,F,160000.00,4,High School,Professional,0,2,5-10 Miles
27929,271,Ross,Madan,1990-04-18,S,M,170000.00,3,Partial College,Professional,0,4,0-1 Miles
27930,126,Clarence,Sharma,1968-03-09,S,M,110000.00,4,Partial College,Professional,1,4,10+ Miles
27931,138,Tabitha,Patel,1996-12-15,M,F,110000.00,4,Partial College,Professional,1,4,10+ Miles
27932,144,Leslie,Diaz,1964-12-29,S,F,110000.00,4,Partial College,Professional,0,4,5-10 Miles
27933,223,Amber,Evans,1973-05-27,S,F,80000.00,1,Partial College,Professional,0,2,2-5 Miles
27934,211,Lanna,Slaven,1979-01-21,M,F,70000.00,1,High School,Professional,0,2,2-5 Miles
27935,180,Johnny,Chander,1988-03-27,M,M,60000.00,1,Partial High School,Skilled Manual,1,3,10+ Miles
27936,185,Bruce,Martin,1974-07-25,M,M,60000.00,1,Partial High School,Skilled Manual,0,4,2-5 Miles
27937,147,Kristine,Alvarez,1986-10-07,S,F,90000.00,0,Partial College,Professional,0,2,2-5 Miles
27938,254,Ricky,Serrano,1974-05-16,S,M,130000.00,4,Bachelors,Management,0,4,5-10 Miles
27939,264,Lawrence,Navarro,1997-06-20,M,M,130000.00,4,Partial College,Professional,0,4,5-10 Miles
27940,250,Ross,Suarez,1974-01-03,S,M,130000.00,4,Partial College,Professional,0,4,5-10 Miles
27941,119,Margaret,Chen,1964-07-15,M,F,80000.00,2,Partial College,Professional,1,2,2-5 Miles
27942,216,Marvin,Diaz,1974-09-20,S,M,90000.00,2,High School,Professional,0,1,2-5 Miles
27943,121,Sabrina,Alvarez,1969-11-29,S,F,120000.00,5,Partial High School,Professional,0,2,5-10 Miles
27944,133,Dalton,Bell,1978-10-06,S,M,120000.00,5,Partial High School,Professional,0,2,5-10 Miles
27945,250,Christine,Andersen,1993-01-19,S,F,130000.00,5,High School,Professional,0,1,0-1 Miles
27946,272,Katie,Holt,1986-09-20,M,F,170000.00,4,High School,Professional,0,4,10+ Miles
27947,134,Alison,Andersen,1988-09-30,S,F,110000.00,5,Partial College,Professional,0,2,10+ Miles
27948,150,Cathy,Sloan,1986-08-12,M,M,120000.00,5,Bachelors,Management,1,2,10+ Miles
27949,279,Jason,Russell,1961-03-10,S,M,170000.00,5,Bachelors,Management,0,3,0-1 Miles
27950,184,Shannon,Sanz,1964-12-17,M,M,80000.00,1,Partial College,Professional,1,2,10+ Miles
27951,204,Roy,Torres,1998-03-19,S,M,80000.00,1,Partial College,Professional,0,2,2-5 Miles
27952,144,Roy,Perez,1971-11-12,M,M,90000.00,1,High School,Professional,0,2,2-5 Miles
27953,262,Marie,Garcia,1983-08-21,M,F,160000.00,5,Partial College,Professional,1,2,0-1 Miles
27954,192,Brenda,Saunders,1991-12-29,S,F,80000.00,1,High School,Professional,0,3,2-5 Miles
27955,231,Ramon,Wu,1961-02-28,M,M,130000.00,5,High School,Professional,0,3,10+ Miles
27956,258,Terrence,Jai,1963-01-15,M,M,130000.00,5,High School,Professional,1,3,0-1 Miles
27957,262,Tabitha,Suri,1985-05-19,S,F,130000.00,5,High School,Professional,0,3,10+ Miles
27958,265,Marcus,Clark,1973-09-19,S,M,150000.00,5,Bachelors,Management,0,3,10+ Miles
27959,158,Armando,Ramos,1982-06-01,S,M,110000.00,5,Partial College,Management,0,2,10+ Miles
27960,160,Randall,Alonso,1970-07-16,M,M,110000.00,5,Partial College,Management,1,2,10+ Miles
27961,191,Alejandro,Zheng,1986-01-15,M,M,70000.00,1,Partial High School,Skilled Manual,1,3,10+ Miles
27962,187,Rebekah,Martin,1994-04-01,S,F,80000.00,1,High School,Management,1,3,10+ Miles
27963,132,Kendra,Dominguez,1980-07-29,M,F,120000.00,5,Partial College,Management,1,3,10+ Miles
27964,243,Alicia,Shan,1995-07-14,S,F,150000.00,5,High School,Management,0,4,10+ Miles
27965,260,Meredith,Gomez,1966-01-22,S,F,160000.00,5,High School,Management,0,4,0-1 Miles
27966,211,Jenny,Chen,1975-12-25,S,F,80000.00,1,High School,Management,1,4,10+ Miles
27967,278,Stefanie,Patel,1981-11-15,S,F,170000.00,5,Partial High School,Professional,0,4,10+ Miles
27968,17,Roger,Xu,1989-10-26,M,M,70000.00,0,Bachelors,Professional,1,3,10+ Miles
27969,20,Bryant,Patel,1988-12-30,M,M,80000.00,0,Bachelors,Professional,1,2,10+ Miles
27970,11,Willie,Andersen,1986-04-17,M,M,80000.00,0,Bachelors,Professional,1,2,10+ Miles
27971,4,Jodi,Jai,1997-09-08,S,F,80000.00,0,Bachelors,Professional,0,3,10+ Miles
27972,13,Leonard,Smith,1998-09-10,M,M,90000.00,0,Bachelors,Professional,1,3,10+ Miles
27973,37,Randall,Serrano,1997-04-23,M,M,100000.00,5,High School,Management,1,2,10+ Miles
27974,23,Dustin,Shen,1977-07-15,S,M,160000.00,5,High School,Management,1,4,0-1 Miles
27975,4,Jay,Gill,1983-11-23,S,M,90000.00,0,Bachelors,Professional,1,3,10+ Miles
27976,2,Dominique,Gonzalez,1975-07-24,S,F,90000.00,0,Bachelors,Professional,0,3,10+ Miles
27977,6,Jerome,Alonso,1965-01-10,S,M,100000.00,5,High School,Management,0,3,10+ Miles
27978,9,Barbara,Luo,1981-04-22,S,F,80000.00,0,Bachelors,Professional,1,4,10+ Miles
27979,10,Ramon,Zeng,1972-11-23,M,M,80000.00,0,Bachelors,Professional,1,4,10+ Miles
27980,3,Crystal,Hu,1988-09-25,M,F,80000.00,0,Bachelors,Professional,0,4,10+ Miles
27981,36,Aimee,Hu,1982-06-18,S,F,80000.00,0,Bachelors,Professional,0,4,10+ Miles
27982,3,Cesar,Perez,1996-04-23,S,M,120000.00,5,Partial High School,Professional,0,4,10+ Miles
27983,28,Ruben,Saunders,1984-08-14,S,M,100000.00,5,High School,Management,0,3,10+ Miles
27984,24,Rebekah,Ramos,1981-03-14,S,F,100000.00,5,High School,Management,1,4,10+ Miles
27985,7,Michele,Shen,1995-12-24,S,F,100000.00,5,Partial High School,Professional,0,4,10+ Miles
27986,6,Henry,Vance,1967-01-02,S,M,110000.00,5,High School,Management,0,4,10+ Miles
27987,34,Wyatt,Jenkins,1985-02-07,S,M,110000.00,5,High School,Management,0,4,10+ Miles
27988,322,Dylan,Ross,1964-06-13,M,M,40000.00,0,High School,Professional,1,2,5-10 Miles
27989,345,Joseph,Thomas,1995-07-17,M,M,30000.00,0,High School,Professional,1,2,5-10 Miles
27990,347,Katherine,Thompson,1966-06-11,S,F,30000.00,0,High School,Professional,1,2,5-10 Miles
27991,546,Natalie,Rivera,1968-12-21,M,F,30000.00,0,High School,Professional,0,2,1-2 Miles
27992,548,Dylan,Taylor,1962-05-23,S,M,30000.00,0,High School,Professional,1,2,5-10 Miles
27993,368,Hunter,Miller,1960-07-31,S,M,30000.00,0,High School,Professional,0,2,1-2 Miles
27994,536,Jodi,Rai,1964-07-03,M,F,40000.00,0,High School,Professional,1,2,5-10 Miles
27995,299,Carlos,Stewart,1996-04-09,S,M,40000.00,0,High School,Professional,0,2,1-2 Miles
27996,339,Angela,Alexander,1982-09-10,M,F,50000.00,0,Graduate Degree,Management,1,2,5-10 Miles
27997,302,Lydia,Malhotra,1963-06-05,S,F,50000.00,0,Graduate Degree,Management,0,2,1-2 Miles
27998,65,Ethan,Lewis,1977-05-04,S,M,50000.00,0,Graduate Degree,Management,0,2,1-2 Miles
27999,547,Nathan,Shan,1994-02-15,S,M,60000.00,0,Graduate Degree,Management,0,2,1-2 Miles
28000,52,Rebecca,Roberts,1974-09-24,S,F,60000.00,0,Graduate Degree,Management,0,2,1-2 Miles
28001,302,Sydney,Rodriguez,1978-04-24,M,F,60000.00,0,Graduate Degree,Management,1,2,10+ Miles
28002,611,Christy,Kumar,1982-05-09,S,F,60000.00,0,Graduate Degree,Management,1,2,10+ Miles
28003,626,Julia,Sanchez,1966-06-10,M,F,60000.00,0,Graduate Degree,Management,1,2,10+ Miles
28004,627,Andrea,Edwards,1982-11-30,M,F,60000.00,0,Bachelors,Management,1,2,10+ Miles
28005,299,Amber,Young,1962-02-26,M,F,60000.00,0,Graduate Degree,Management,1,2,10+ Miles
28006,337,Seth,Torres,1981-09-19,S,M,50000.00,0,Bachelors,Management,0,2,1-2 Miles
28007,300,Clayton,Ye,1960-12-29,M,M,50000.00,0,Bachelors,Management,1,2,10+ Miles
28008,548,Jada,Baker,1973-03-09,S,F,60000.00,0,Bachelors,Management,0,2,1-2 Miles
28009,331,Arianna,Washington,1997-01-31,S,F,50000.00,0,Bachelors,Management,0,2,1-2 Miles
28010,546,Justin,Long,1985-12-02,S,M,50000.00,0,Bachelors,Management,1,2,10+ Miles
28011,545,Andrew,Lan,1995-09-20,M,M,60000.00,0,Bachelors,Management,1,2,10+ Miles
28012,542,Ian,Stewart,1974-08-26,S,M,60000.00,0,Bachelors,Management,0,2,1-2 Miles
28013,60,James,Miller,1963-09-16,M,M,30000.00,0,High School,Professional,1,2,10+ Miles
28014,300,Rachel,Robinson,1993-11-28,S,F,30000.00,0,Partial High School,Clerical,0,2,10+ Miles
28015,623,Christian,Chen,1973-05-04,M,M,40000.00,0,High School,Professional,0,2,1-2 Miles
28016,345,Cody,Sanders,1991-10-23,S,M,20000.00,0,Partial High School,Clerical,0,4,10+ Miles
28017,611,Christopher,Martin,1993-11-08,S,M,30000.00,0,Partial High School,Clerical,0,3,1-2 Miles
28018,355,Rachel,Foster,1984-02-01,S,F,30000.00,1,Partial High School,Skilled Manual,1,3,10+ Miles
28019,614,Melissa,Ramirez,1977-03-14,M,F,40000.00,0,High School,Professional,1,3,10+ Miles
28020,616,Lucas,Griffin,1994-08-23,S,M,40000.00,0,High School,Professional,0,3,2-5 Miles
28021,60,Katherine,Nelson,1965-10-22,S,F,40000.00,0,High School,Professional,0,3,2-5 Miles
28022,315,Jason,Lopez,1998-04-19,S,M,40000.00,0,High School,Professional,1,3,10+ Miles
28023,539,Andrea,James,1965-09-12,S,F,40000.00,0,High School,Professional,0,3,2-5 Miles
28024,302,Miguel,Perry,1960-10-31,M,M,70000.00,0,Bachelors,Management,0,3,2-5 Miles
28025,68,Mya,Russell,1965-12-05,M,F,40000.00,1,High School,Professional,0,2,2-5 Miles
28026,352,Paige,Ross,1990-09-12,M,F,40000.00,1,High School,Professional,0,2,2-5 Miles
28027,69,Destiny,Hughes,1973-06-11,M,F,40000.00,1,High School,Professional,0,2,2-5 Miles
28028,627,Elijah,Allen,1966-10-23,S,M,40000.00,1,High School,Professional,1,2,10+ Miles
28029,301,Seth,Price,1976-04-14,M,M,40000.00,1,High School,Professional,1,2,10+ Miles
28030,536,Jason,Gonzalez,1995-04-15,S,M,70000.00,1,Bachelors,Management,0,1,2-5 Miles
28031,307,Kari,Navarro,1961-07-18,S,F,70000.00,1,Bachelors,Management,0,1,2-5 Miles
28032,325,Grace,Coleman,1984-06-03,M,F,70000.00,1,Bachelors,Management,1,1,10+ Miles
28033,302,Gavin,Jenkins,1977-07-24,S,M,70000.00,1,Bachelors,Management,1,1,10+ Miles
28034,51,Gabriella,Stewart,1977-12-16,M,F,40000.00,1,High School,Professional,1,2,10+ Miles
28035,56,Gabriella,Green,1988-06-01,M,F,40000.00,1,High School,Professional,1,2,10+ Miles
28036,66,Jonathan,Gonzales,1971-10-21,S,M,40000.00,1,High School,Professional,0,2,2-5 Miles
28037,553,Jeremiah,Gonzales,1983-10-07,M,M,70000.00,1,Partial College,Professional,1,2,10+ Miles
28038,298,Philip,Gomez,1981-08-15,M,M,70000.00,1,Partial College,Professional,1,2,10+ Miles
28039,352,Xavier,Lee,1975-01-27,S,M,60000.00,1,Bachelors,Management,0,0,2-5 Miles
28040,616,Jack,Mitchell,1964-05-27,M,M,60000.00,1,Partial College,Professional,0,2,2-5 Miles
28041,631,Rebecca,Wright,1969-03-08,S,F,60000.00,1,Partial College,Professional,0,2,2-5 Miles
28042,311,Joseph,Brown,1968-09-15,S,M,60000.00,1,Bachelors,Management,0,0,2-5 Miles
28043,311,Gabrielle,Young,1981-10-11,M,F,60000.00,1,Bachelors,Management,1,0,10+ Miles
28044,311,Jimmy,Navarro,1995-06-06,S,M,60000.00,1,Bachelors,Management,0,0,2-5 Miles
28045,50,Zachary,Thomas,1981-01-23,M,M,40000.00,1,Partial High School,Skilled Manual,1,2,10+ Miles
28046,51,Michelle,Reed,1969-01-19,M,F,40000.00,1,Partial High School,Skilled Manual,1,2,10+ Miles
28047,536,Jay,Sanchez,1977-02-18,S,M,60000.00,1,Partial College,Professional,0,2,2-5 Miles
28048,335,Samuel,Powell,1968-10-10,M,M,70000.00,2,Partial College,Professional,1,1,10+ Miles
28049,348,Xavier,Washington,1981-09-24,S,M,70000.00,2,Partial College,Professional,1,1,10+ Miles
28050,369,Isaiah,Evans,1980-10-19,M,M,80000.00,1,Bachelors,Management,1,1,5-10 Miles
28051,68,Thomas,Young,1995-01-11,S,M,60000.00,1,High School,Professional,0,2,2-5 Miles
28052,611,Franklin,Li,1967-12-01,M,M,60000.00,1,High School,Professional,1,2,10+ Miles
28053,300,Jared,Howard,1993-10-05,M,M,60000.00,1,Partial College,Professional,1,2,10+ Miles
28054,355,Carol,Cox,1978-03-23,M,F,70000.00,2,Partial College,Professional,1,1,10+ Miles
28055,632,Brooke,Peterson,1982-01-06,S,F,70000.00,1,High School,Professional,1,2,10+ Miles
28056,644,Alex,Gray,1994-06-17,M,M,70000.00,1,Partial High School,Skilled Manual,1,2,10+ Miles
28057,637,Rachel,Anderson,1961-03-24,M,F,70000.00,1,Partial High School,Skilled Manual,1,2,10+ Miles
28058,302,Jaime,Alvarez,1974-04-02,S,F,70000.00,1,Partial High School,Skilled Manual,1,2,10+ Miles
28059,298,Bradley,Shen,1989-06-28,S,M,60000.00,1,Partial High School,Skilled Manual,1,2,10+ Miles
28060,548,Blake,Rodriguez,1963-05-25,M,M,60000.00,0,Graduate Degree,Professional,1,0,2-5 Miles
28061,302,Kyle,Lopez,1987-04-11,S,M,70000.00,0,Graduate Degree,Professional,0,0,0-1 Miles
28062,369,Xavier,Roberts,1964-08-24,S,M,70000.00,0,Graduate Degree,Professional,1,0,2-5 Miles
28063,368,Gabrielle,Turner,1969-10-26,M,F,70000.00,0,Graduate Degree,Professional,1,0,2-5 Miles
28064,536,Tamara,Nath,1974-10-24,S,F,70000.00,0,Graduate Degree,Professional,1,0,2-5 Miles
28065,300,Carrie,Gill,1998-03-23,S,F,70000.00,0,Graduate Degree,Professional,0,0,0-1 Miles
28066,315,Justin,Taylor,1978-02-16,M,M,80000.00,0,Graduate Degree,Professional,1,0,0-1 Miles
28067,335,Olivia,Bennett,1970-03-07,M,F,80000.00,0,Graduate Degree,Professional,1,0,0-1 Miles
28068,345,Amanda,Wood,1972-01-28,S,F,80000.00,0,Graduate Degree,Professional,0,0,0-1 Miles
28069,66,Jacob,Johnson,1980-05-06,S,M,80000.00,0,Bachelors,Management,0,1,0-1 Miles
28070,314,Ian,Morris,1996-12-18,S,M,80000.00,0,Bachelors,Management,1,1,1-2 Miles
28071,299,Trevor,Ross,1977-09-18,M,M,80000.00,0,Bachelors,Management,0,1,0-1 Miles
28072,53,Alyssa,Morris,1981-03-08,M,F,80000.00,0,Bachelors,Management,0,1,0-1 Miles
28073,60,Mackenzie,Green,1983-05-19,S,F,100000.00,0,Bachelors,Management,0,2,0-1 Miles
28074,68,Justin,Davis,1969-05-06,M,M,100000.00,0,Bachelors,Management,0,2,0-1 Miles
28075,641,Edward,Jones,1971-07-07,S,M,110000.00,1,Graduate Degree,Management,0,1,10+ Miles
28076,355,Logan,Williams,1995-03-01,S,M,110000.00,1,Graduate Degree,Management,0,2,1-2 Miles
28077,361,Sarah,Williams,1982-04-22,S,F,120000.00,0,Bachelors,Management,1,3,1-2 Miles
28078,542,Jack,Young,1994-10-17,S,M,80000.00,3,Bachelors,Management,1,0,1-2 Miles
28079,63,Haley,Phillips,1984-08-06,M,F,90000.00,4,Partial College,Skilled Manual,1,2,1-2 Miles
28080,69,Isabella,Peterson,1985-03-06,S,F,90000.00,4,Partial College,Skilled Manual,0,2,1-2 Miles
28081,547,Paige,Watson,1989-11-29,M,F,100000.00,0,Bachelors,Management,1,3,1-2 Miles
28082,633,Nathaniel,Peterson,1979-09-15,S,M,100000.00,0,Bachelors,Management,0,3,0-1 Miles
28083,298,Kaitlyn,Foster,1970-05-10,M,F,110000.00,1,Graduate Degree,Management,1,3,1-2 Miles
28084,299,Cameron,McDonald,1991-09-17,S,M,110000.00,1,Graduate Degree,Management,0,3,1-2 Miles
28085,627,Jeremiah,Evans,1990-04-04,M,M,40000.00,0,High School,Skilled Manual,1,2,5-10 Miles
28086,298,Bridget,Anand,1985-09-07,S,F,40000.00,0,Partial College,Skilled Manual,1,1,5-10 Miles
28087,298,Maria,Simmons,1965-12-22,S,F,40000.00,0,Partial College,Skilled Manual,0,1,1-2 Miles
28088,298,Marshall,Lal,1964-12-18,M,M,40000.00,0,Partial College,Skilled Manual,1,1,5-10 Miles
28089,307,Xavier,Campbell,1993-02-25,M,M,40000.00,0,Partial College,Skilled Manual,0,1,1-2 Miles
28090,322,Edward,Walker,1990-01-17,M,M,40000.00,0,Partial College,Skilled Manual,1,1,5-10 Miles
28091,10,Valerie,Liang,1993-09-25,S,F,20000.00,0,High School,Skilled Manual,1,2,5-10 Miles
28092,50,Morgan,Hall,1971-11-17,S,F,40000.00,0,High School,Skilled Manual,0,2,1-2 Miles
28093,609,Brad,Kumar,1998-06-03,M,M,30000.00,0,Partial College,Skilled Manual,0,1,1-2 Miles
28094,542,Melanie,Peterson,1991-05-27,M,F,30000.00,0,Partial College,Skilled Manual,1,1,5-10 Miles
28095,638,Natalie,Bryant,1997-04-04,M,F,30000.00,0,Partial College,Skilled Manual,1,1,5-10 Miles
28096,299,Alexandra,Stewart,1978-10-30,M,F,60000.00,0,Partial College,Skilled Manual,1,2,5-10 Miles
28097,307,Jennifer,Barnes,1965-08-02,S,F,60000.00,0,Partial College,Skilled Manual,1,2,5-10 Miles
28098,39,Roger,Zhu,1991-10-28,M,M,30000.00,0,Partial College,Clerical,0,2,1-2 Miles
28099,385,Jesse,Turner,1994-12-08,M,M,70000.00,0,Partial College,Skilled Manual,1,2,5-10 Miles
28100,385,Kimberly,Gray,1964-04-24,S,F,90000.00,4,Partial College,Skilled Manual,0,3,0-1 Miles
28101,60,Timothy,Bell,1997-03-26,S,M,40000.00,0,Bachelors,Professional,0,2,1-2 Miles
28102,11,Arturo,Deng,1984-10-12,M,M,20000.00,0,High School,Skilled Manual,1,2,5-10 Miles
28103,15,Pedro,Martin,1993-07-11,S,M,20000.00,1,Partial High School,Clerical,1,2,5-10 Miles
28104,312,Hannah,Williams,1984-06-17,M,F,60000.00,0,Partial College,Skilled Manual,1,2,5-10 Miles
28105,315,Hannah,Garcia,1975-10-22,M,F,60000.00,0,Partial College,Skilled Manual,0,2,1-2 Miles
28106,326,Chloe,Williams,1991-01-09,M,F,60000.00,0,Partial College,Skilled Manual,1,2,5-10 Miles
28107,34,Tara,Simpson,1979-07-25,S,F,20000.00,1,Partial High School,Clerical,1,2,5-10 Miles
28108,34,Roger,Yang,1974-11-26,S,M,20000.00,1,Partial High School,Clerical,1,2,5-10 Miles
28109,34,Leonard,Tang,1963-05-09,S,M,20000.00,1,Partial High School,Clerical,0,2,1-2 Miles
28110,10,Cassandra,Sai,1979-08-23,M,F,20000.00,1,Partial High School,Clerical,1,2,5-10 Miles
28111,18,Jon,Zhang,1997-09-09,M,M,20000.00,1,Partial High School,Clerical,1,2,5-10 Miles
28112,315,Savannah,Evans,1972-02-27,M,F,30000.00,0,Partial College,Skilled Manual,1,2,5-10 Miles
28113,19,Amanda,Powell,1960-10-03,S,F,30000.00,0,High School,Skilled Manual,1,2,5-10 Miles
28114,23,Jared,Cox,1987-11-26,S,M,40000.00,0,Partial College,Skilled Manual,1,2,5-10 Miles
28115,21,Deanna,Jiménez,1978-03-27,M,F,40000.00,0,Partial College,Skilled Manual,1,2,5-10 Miles
28116,24,Sabrina,Dominguez,1978-04-22,S,F,40000.00,0,Partial College,Skilled Manual,1,2,5-10 Miles
28117,18,Craig,Vazquez,1994-10-12,S,M,40000.00,0,Partial High School,Clerical,0,2,5-10 Miles
28118,20,Briana,Jiménez,1997-11-21,M,F,80000.00,0,Partial College,Skilled Manual,1,2,5-10 Miles
28119,9,Curtis,Ma,1968-04-07,S,M,80000.00,0,Partial College,Skilled Manual,1,2,5-10 Miles
28120,17,Pedro,Alvarez,1961-03-07,S,M,80000.00,0,Partial College,Skilled Manual,1,2,5-10 Miles
28121,69,Julia,Robinson,1973-06-29,M,F,40000.00,0,Partial College,Skilled Manual,1,2,5-10 Miles
28122,634,Gabriel,King,1984-07-02,M,M,40000.00,0,High School,Skilled Manual,0,2,1-2 Miles
28123,299,Daisy,Ortega,1970-05-09,S,F,40000.00,0,High School,Skilled Manual,1,2,5-10 Miles
28124,314,Mackenzie,Kelly,1995-07-31,M,F,40000.00,0,High School,Skilled Manual,1,2,5-10 Miles
28125,322,Dalton,Jackson,1966-02-08,M,M,60000.00,0,Partial College,Skilled Manual,1,2,5-10 Miles
28126,325,Anna,Johnson,1981-08-26,M,F,60000.00,0,Partial College,Skilled Manual,1,2,5-10 Miles
28127,368,Fernando,Price,1960-10-20,M,M,60000.00,0,Partial College,Skilled Manual,1,2,5-10 Miles
28128,316,Jeremiah,Lee,1972-12-05,M,M,50000.00,0,High School,Skilled Manual,1,2,5-10 Miles
28129,66,Justin,Griffin,1963-02-06,S,M,50000.00,0,High School,Skilled Manual,0,2,1-2 Miles
28130,52,Joshua,Taylor,1968-11-17,S,M,60000.00,0,Partial College,Skilled Manual,1,2,5-10 Miles
28131,301,Todd,Zhu,1996-10-24,S,M,70000.00,0,Partial College,Professional,0,2,0-1 Miles
28132,25,Clinton,Romero,1992-11-15,S,M,80000.00,0,High School,Skilled Manual,0,2,1-2 Miles
28133,14,Willie,Huang,1961-02-22,S,M,80000.00,0,High School,Skilled Manual,1,2,5-10 Miles
28134,5,Terrance,Rana,1965-03-29,M,M,80000.00,0,High School,Skilled Manual,0,2,1-2 Miles
28135,2,Carla,Madan,1972-04-22,S,F,70000.00,0,High School,Skilled Manual,0,2,1-2 Miles
28136,3,Kelli,Raje,1969-02-05,M,F,70000.00,0,High School,Skilled Manual,1,2,5-10 Miles
28137,12,Kristi,Lopez,1999-04-27,S,F,100000.00,0,Bachelors,Management,0,3,0-1 Miles
28138,38,Marvin,Ramos,1973-11-28,S,M,100000.00,0,Bachelors,Management,0,4,0-1 Miles
28139,35,Carrie,Gutierrez,1979-03-30,M,F,100000.00,1,Bachelors,Management,0,0,10+ Miles
28140,26,Gilbert,Kumar,1978-07-14,S,M,100000.00,1,Bachelors,Management,1,3,2-5 Miles
28141,69,Joseph,Robinson,1998-07-04,M,M,50000.00,0,High School,Professional,1,2,5-10 Miles
28142,607,Willie,Lin,1988-06-06,S,M,50000.00,0,High School,Professional,0,2,1-2 Miles
28143,641,Samuel,Gonzalez,1975-02-19,S,M,60000.00,0,Partial College,Professional,1,2,5-10 Miles
28144,648,Noah,Phillips,1968-11-06,S,M,60000.00,0,Partial College,Professional,1,2,5-10 Miles
28145,301,Brandon,Jones,1980-10-17,S,M,60000.00,0,Partial College,Professional,0,2,1-2 Miles
28146,339,Gavin,Washington,1992-08-09,S,M,130000.00,1,Graduate Degree,Management,0,4,0-1 Miles
28147,298,Omar,Black,1966-10-07,S,M,60000.00,4,Bachelors,Skilled Manual,0,3,5-10 Miles
28148,611,Jon,Zhao,1960-03-14,S,M,60000.00,4,Bachelors,Skilled Manual,0,3,5-10 Miles
28149,334,William,Miller,1997-06-23,M,M,60000.00,2,Bachelors,Skilled Manual,1,2,2-5 Miles
28150,336,Connor,Chen,1981-07-25,S,M,60000.00,2,Bachelors,Skilled Manual,0,2,0-1 Miles
28151,315,Katherine,Walker,1995-12-25,S,F,40000.00,0,Bachelors,Professional,0,1,2-5 Miles
28152,358,Ian,Rivera,1988-08-04,M,M,70000.00,2,Bachelors,Professional,1,2,2-5 Miles
28153,59,Mackenzie,Torres,1966-06-29,S,F,70000.00,2,Bachelors,Professional,1,2,2-5 Miles
28154,337,Katherine,Patterson,1961-05-14,S,F,70000.00,0,Bachelors,Professional,0,1,0-1 Miles
28155,345,Taylor,Watson,1969-01-29,S,F,70000.00,0,Bachelors,Professional,1,1,2-5 Miles
28156,368,Gabrielle,Hall,1990-12-08,S,F,70000.00,0,Bachelors,Professional,0,1,0-1 Miles
28157,55,Elijah,Edwards,1980-01-05,M,M,70000.00,2,Bachelors,Professional,1,3,2-5 Miles
28158,299,Clarence,Luo,1961-08-11,S,M,70000.00,0,Bachelors,Professional,1,1,2-5 Miles
28159,299,Tamara,Yang,1999-04-24,M,F,70000.00,0,Bachelors,Professional,1,1,2-5 Miles
28160,51,Melanie,Reed,1971-10-24,S,F,70000.00,0,Bachelors,Professional,0,1,0-1 Miles
28161,57,Jessica,Perry,1971-08-08,S,F,60000.00,0,Bachelors,Professional,0,1,0-1 Miles
28162,326,Bruce,Ward,1996-07-09,M,M,60000.00,0,Partial College,Skilled Manual,1,1,0-1 Miles
28163,553,Rachel,Washington,1997-01-03,M,F,60000.00,0,Partial College,Skilled Manual,1,1,2-5 Miles
28164,334,Gabrielle,Coleman,1968-06-13,M,F,60000.00,0,Partial College,Skilled Manual,1,1,0-1 Miles
28165,49,Alexa,Rivera,1982-09-04,M,F,40000.00,2,High School,Skilled Manual,0,2,0-1 Miles
28166,312,Cassidy,Coleman,1975-07-20,M,F,40000.00,2,High School,Skilled Manual,1,2,2-5 Miles
28167,338,Samuel,Hughes,1972-01-05,S,M,60000.00,0,Partial College,Skilled Manual,1,1,2-5 Miles
